Input Files Path : ./benchmarks/MKG-Y/
The toolkit is importing datasets.
Test Head: 11764 9 8324 9478

Test Tail: 11764 9 8324 2080

Test Head: 11785 9 5672 33

Test Tail: 11785 9 5672 78

Test Head: 11867 9 5868 1

Test Tail: 11867 9 5868 4

Test Head: 11873 9 72 1055

Test Tail: 11873 9 72 34

Test Head: 11904 9 13510 781

Test Tail: 11904 9 13510 1005

Test Head: 11977 9 14999 431

Test Tail: 11977 9 14999 11241

Test Head: 12027 9 5043 7

Test Tail: 12027 9 5043 6

Test Head: 12101 9 1202 0

Test Tail: 12101 9 1202 7

Test Head: 12187 9 14770 1067

Test Tail: 12187 9 14770 11620

Test Head: 12223 9 4273 0

Test Tail: 12223 9 4273 3

Test Head: 12258 9 14861 248

Test Tail: 12258 9 14861 11894

Test Head: 12306 9 6398 12470

Test Tail: 12306 9 6398 531

Test Head: 12400 9 10814 1965

Test Tail: 12400 9 10814 11352

Test Head: 12457 9 2966 43

Test Tail: 12457 9 2966 169

Test Head: 12565 9 11680 57

Test Tail: 12565 9 11680 9315

Test Head: 12595 9 12431 418

Test Tail: 12595 9 12431 257

Test Head: 12608 9 13480 453

Test Tail: 12608 9 13480 1594

Test Head: 12659 9 10249 1310

Test Tail: 12659 9 10249 126

Test Head: 12666 9 1660 44

Test Tail: 12666 9 1660 408

Test Head: 12669 9 13602 189

Test Tail: 12669 9 13602 707

Test Head: 12747 9 12600 1157

Test Tail: 12747 9 12600 2017

Test Head: 12882 9 14920 703

Test Tail: 12882 9 14920 8626

Test Head: 12923 9 7467 89

Test Tail: 12923 9 7467 316

Test Head: 12929 9 14776 153

Test Tail: 12929 9 14776 6643

Test Head: 13145 9 12129 13

Test Tail: 13145 9 12129 11

Test Head: 13149 9 10816 947

Test Tail: 13149 9 10816 968

Test Head: 13367 9 5634 81

Test Tail: 13367 9 5634 1364

Test Head: 13369 9 4162 2665

Test Tail: 13369 9 4162 1815

Test Head: 13394 9 11589 60

Test Tail: 13394 9 11589 107

Test Head: 13415 9 2536 39

Test Tail: 13415 9 2536 114

Test Head: 13425 9 14811 1098

Test Tail: 13425 9 14811 10011

Test Head: 13464 9 5196 8557

Test Tail: 13464 9 5196 1780

Test Head: 13505 9 6848 181

Test Tail: 13505 9 6848 278

Test Head: 13514 9 3836 282

Test Tail: 13514 9 3836 308

Test Head: 13544 9 5879 963

Test Tail: 13544 9 5879 1646

Test Head: 13571 9 6563 1408

Test Tail: 13571 9 6563 1195

Test Head: 13619 9 6516 250

Test Tail: 13619 9 6516 197

Test Head: 13694 9 14362 39

Test Tail: 13694 9 14362 8

Test Head: 13705 9 14716 1230

Test Tail: 13705 9 14716 11023

Test Head: 13714 9 8458 255

Test Tail: 13714 9 8458 714

Test Head: 13726 9 621 1135

Test Tail: 13726 9 621 623

Test Head: 13811 9 12831 10532

Test Tail: 13811 9 12831 2050

Test Head: 13860 9 7094 1157

Test Tail: 13860 9 7094 2321

Test Head: 13939 9 14987 1015

Test Tail: 13939 9 14987 11962

Test Head: 13967 9 14699 154

Test Tail: 13967 9 14699 8729

Test Head: 14012 9 10247 7086

Test Tail: 14012 9 10247 313

Test Head: 14031 9 14914 289

Test Tail: 14031 9 14914 965

Test Head: 14186 9 1021 0

Test Tail: 14186 9 1021 2

Test Head: 14188 9 112 1042

Test Tail: 14188 9 112 262

Test Head: 14188 9 13276 353

Test Tail: 14188 9 13276 73

Test Head: 14193 9 14599 913

Test Tail: 14193 9 14599 2509

Test Head: 14260 9 14568 1859

Test Tail: 14260 9 14568 11780

Test Head: 14272 9 9317 1950

Test Tail: 14272 9 9317 1052

Test Head: 14493 9 1594 11226

Test Tail: 14493 9 1594 989

Test Head: 14557 9 11000 6689

Test Tail: 14557 9 11000 832

Test Head: 14652 9 9350 11881

Test Tail: 14652 9 9350 2258

Test Head: 14653 9 2216 7391

Test Tail: 14653 9 2216 82

Test Head: 14741 9 623 12428

Test Tail: 14741 9 623 2742

Test Head: 14764 9 3238 13040

Test Tail: 14764 9 3238 508

Test Head: 14768 9 7534 4303

Test Tail: 14768 9 7534 31

Test Head: 14779 9 12087 7828

Test Tail: 14779 9 12087 364

Test Head: 14795 9 10109 12814

Test Tail: 14795 9 10109 2555

Test Head: 14795 9 14268 12452

Test Tail: 14795 9 14268 1257

Test Head: 14812 9 10973 13738

Test Tail: 14812 9 10973 2092

Test Head: 14812 9 13279 11759

Test Tail: 14812 9 13279 529

Test Head: 14846 9 11963 11939

Test Tail: 14846 9 11963 2705

Test Head: 14936 9 2791 13251

Test Tail: 14936 9 2791 18

Test Head: 14947 9 14237 7894

Test Tail: 14947 9 14237 453

Test Head: 14973 9 14757 11050

Test Tail: 14973 9 14757 12479

Test Head: 14974 9 14446 985

Test Tail: 14974 9 14446 4049

Test Head: 14977 9 14978 2582

Test Tail: 14977 9 14978 4929

Test Head: 14986 9 13257 13360

Test Tail: 14986 9 13257 6797

Test Head: 521 10 6376 5463

Test Tail: 521 10 6376 4916

Test Head: 1039 10 971 0

Test Tail: 1039 10 971 0

Test Head: 1632 10 971 365

Test Tail: 1632 10 971 0

Test Head: 1815 10 241 2

Test Tail: 1815 10 241 0

Test Head: 1984 10 971 32

Test Tail: 1984 10 971 0

Test Head: 2116 10 971 751

Test Tail: 2116 10 971 0

Test Head: 2119 10 971 532

Test Tail: 2119 10 971 1

Test Head: 2194 10 971 1274

Test Tail: 2194 10 971 0

Test Head: 2270 10 971 5877

Test Tail: 2270 10 971 0

Test Head: 2968 10 2780 14

Test Tail: 2968 10 2780 0

Test Head: 3022 10 68 1

Test Tail: 3022 10 68 0

Test Head: 3384 10 241 589

Test Tail: 3384 10 241 1

Test Head: 3689 10 349 12019

Test Tail: 3689 10 349 13

Test Head: 5270 10 68 4

Test Tail: 5270 10 68 0

Test Head: 6426 10 971 0

Test Tail: 6426 10 971 0

Test Head: 6688 10 971 559

Test Tail: 6688 10 971 0

Test Head: 7044 10 241 1

Test Tail: 7044 10 241 0

Test Head: 7557 10 68 11

Test Tail: 7557 10 68 0

Test Head: 7605 10 241 0

Test Tail: 7605 10 241 0

Test Head: 8350 10 2780 3

Test Tail: 8350 10 2780 0

Test Head: 8834 10 68 10

Test Tail: 8834 10 68 0

Test Head: 9367 10 971 581

Test Tail: 9367 10 971 0

Test Head: 9909 10 971 31

Test Tail: 9909 10 971 0

Test Head: 10478 10 68 9944

Test Tail: 10478 10 68 3

Test Head: 10774 10 68 1444

Test Tail: 10774 10 68 1

Test Head: 10775 10 241 1

Test Tail: 10775 10 241 0

Test Head: 11148 10 758 0

Test Tail: 11148 10 758 0

Test Head: 11566 10 6376 0

Test Tail: 11566 10 6376 0

Test Head: 11599 10 3431 0

Test Tail: 11599 10 3431 0

Test Head: 12137 10 2780 0

Test Tail: 12137 10 2780 0

Test Head: 12329 10 68 10982

Test Tail: 12329 10 68 0

Test Head: 12853 10 68 8555

Test Tail: 12853 10 68 7

Test Head: 13786 10 68 2173

Test Tail: 13786 10 68 1

Test Head: 14302 10 3431 4523

Test Tail: 14302 10 3431 6

Test Head: 14958 10 971 13294

Test Tail: 14958 10 971 0

Test Head: 278 11 9081 2

Test Tail: 278 11 9081 2

Test Head: 2785 11 11760 0

Test Tail: 2785 11 11760 0

Test Head: 6296 11 8148 6

Test Tail: 6296 11 8148 228

Test Head: 11384 11 9938 256

Test Tail: 11384 11 9938 3409

Test Head: 141 12 718 63

Test Tail: 141 12 718 522

Test Head: 141 12 12998 13

Test Tail: 141 12 12998 2753

Test Head: 260 12 4352 0

Test Tail: 260 12 4352 2

Test Head: 382 12 12625 29

Test Tail: 382 12 12625 490

Test Head: 404 12 14317 8

Test Tail: 404 12 14317 696

Test Head: 666 12 13756 59

Test Tail: 666 12 13756 1908

Test Head: 1052 12 1053 0

Test Tail: 1052 12 1053 0

Test Head: 1072 12 13525 1476

Test Tail: 1072 12 13525 4271

Test Head: 1131 12 6285 17

Test Tail: 1131 12 6285 1193

Test Head: 1132 12 1319 43

Test Tail: 1132 12 1319 895

Test Head: 1132 12 13526 67

Test Tail: 1132 12 13526 1684

Test Head: 1183 12 8283 1

Test Tail: 1183 12 8283 19

Test Head: 1461 12 7575 0

Test Tail: 1461 12 7575 0

Test Head: 1471 12 3288 14

Test Tail: 1471 12 3288 1578

Test Head: 1715 12 14378 0

Test Tail: 1715 12 14378 2

Test Head: 1715 12 14607 8

Test Tail: 1715 12 14607 7202

Test Head: 1787 12 1724 1

Test Tail: 1787 12 1724 31

Test Head: 1787 12 4267 4

Test Tail: 1787 12 4267 90

Test Head: 1787 12 13924 24

Test Tail: 1787 12 13924 726

Test Head: 2336 12 2943 21

Test Tail: 2336 12 2943 1276

Test Head: 2490 12 12347 35

Test Tail: 2490 12 12347 2848

Test Head: 2517 12 5679 22

Test Tail: 2517 12 5679 729

Test Head: 2537 12 484 22

Test Tail: 2537 12 484 1519

Test Head: 2747 12 6951 0

Test Tail: 2747 12 6951 1

Test Head: 2747 12 14893 119

Test Tail: 2747 12 14893 12434

Test Head: 3183 12 14417 120

Test Tail: 3183 12 14417 11569

Test Head: 3287 12 9337 10

Test Tail: 3287 12 9337 854

Test Head: 3315 12 5282 153

Test Tail: 3315 12 5282 834

Test Head: 3336 12 10980 8

Test Tail: 3336 12 10980 106

Test Head: 3404 12 9727 16

Test Tail: 3404 12 9727 181

Test Head: 3558 12 6599 100

Test Tail: 3558 12 6599 1182

Test Head: 3558 12 10444 55

Test Tail: 3558 12 10444 355

Test Head: 3572 12 870 102

Test Tail: 3572 12 870 852

Test Head: 3709 12 3943 30

Test Tail: 3709 12 3943 208

Test Head: 3736 12 14800 23

Test Tail: 3736 12 14800 7153

Test Head: 3776 12 13183 4

Test Tail: 3776 12 13183 397

Test Head: 3789 12 11604 3

Test Tail: 3789 12 11604 57

Test Head: 3822 12 9257 0

Test Tail: 3822 12 9257 511

Test Head: 4073 12 329 0

Test Tail: 4073 12 329 8

Test Head: 4073 12 5349 89

Test Tail: 4073 12 5349 2871

Test Head: 4306 12 259 24

Test Tail: 4306 12 259 163

Test Head: 4306 12 10229 15

Test Tail: 4306 12 10229 1701

Test Head: 4306 12 14108 17

Test Tail: 4306 12 14108 2273

Test Head: 4384 12 10814 12

Test Tail: 4384 12 10814 7676

Test Head: 4384 12 11840 22

Test Tail: 4384 12 11840 825

Test Head: 4584 12 726 632

Test Tail: 4584 12 726 1910

Test Head: 4584 12 12246 690

Test Tail: 4584 12 12246 1847

Test Head: 4807 12 162 15

Test Tail: 4807 12 162 1647

Test Head: 4945 12 3834 0

Test Tail: 4945 12 3834 15

Test Head: 5080 12 14794 142

Test Tail: 5080 12 14794 7863

Test Head: 5103 12 9299 46

Test Tail: 5103 12 9299 3771

Test Head: 5265 12 7505 1

Test Tail: 5265 12 7505 61

Test Head: 5265 12 11147 0

Test Tail: 5265 12 11147 168

Test Head: 5352 12 14170 1

Test Tail: 5352 12 14170 300

Test Head: 5359 12 14462 92

Test Tail: 5359 12 14462 11946

Test Head: 5539 12 11542 0

Test Tail: 5539 12 11542 0

Test Head: 5603 12 10557 1

Test Tail: 5603 12 10557 61

Test Head: 5905 12 4624 14

Test Tail: 5905 12 4624 90

Test Head: 5928 12 13721 0

Test Tail: 5928 12 13721 0

Test Head: 6081 12 8313 6014

Test Tail: 6081 12 8313 1508

Test Head: 6138 12 12621 16

Test Tail: 6138 12 12621 504

Test Head: 6208 12 7372 3

Test Tail: 6208 12 7372 250

Test Head: 6214 12 1809 0

Test Tail: 6214 12 1809 5

Test Head: 6223 12 2497 31

Test Tail: 6223 12 2497 217

Test Head: 6223 12 11725 13

Test Tail: 6223 12 11725 250

Test Head: 6256 12 8081 0

Test Tail: 6256 12 8081 4

Test Head: 6781 12 3395 55

Test Tail: 6781 12 3395 412

Test Head: 7358 12 9190 18

Test Tail: 7358 12 9190 1089

Test Head: 7358 12 10627 29

Test Tail: 7358 12 10627 1649

Test Head: 7358 12 11603 32

Test Tail: 7358 12 11603 1560

Test Head: 7755 12 907 24

Test Tail: 7755 12 907 117

Test Head: 7937 12 7080 113

Test Tail: 7937 12 7080 4946

Test Head: 8216 12 13692 2

Test Tail: 8216 12 13692 88

Test Head: 8274 12 13695 107

Test Tail: 8274 12 13695 2975

Test Head: 8317 12 14913 9

Test Tail: 8317 12 14913 7502

Test Head: 8342 12 6066 1226

Test Tail: 8342 12 6066 582

Test Head: 8437 12 2954 5

Test Tail: 8437 12 2954 172

Test Head: 8437 12 11699 102

Test Tail: 8437 12 11699 1919

Test Head: 8837 12 9823 3

Test Tail: 8837 12 9823 91

Test Head: 8995 12 3533 29

Test Tail: 8995 12 3533 29

Test Head: 9089 12 10570 305

Test Tail: 9089 12 10570 824

Test Head: 9685 12 14274 37

Test Tail: 9685 12 14274 1351

Test Head: 9926 12 10062 0

Test Tail: 9926 12 10062 0

Test Head: 10546 12 8878 334

Test Tail: 10546 12 8878 2227

Test Head: 10606 12 7064 30

Test Tail: 10606 12 7064 850

Test Head: 10696 12 14323 55

Test Tail: 10696 12 14323 2812

Test Head: 10698 12 6279 0

Test Tail: 10698 12 6279 14

Test Head: 10698 12 12530 58

Test Tail: 10698 12 12530 956

Test Head: 10706 12 9747 5

Test Tail: 10706 12 9747 543

Test Head: 11154 12 6725 0

Test Tail: 11154 12 6725 0

Test Head: 11242 12 14073 20

Test Tail: 11242 12 14073 754

Test Head: 11508 12 11461 1

Test Tail: 11508 12 11461 5

Test Head: 11592 12 5477 0

Test Tail: 11592 12 5477 2

Test Head: 12268 12 5567 30

Test Tail: 12268 12 5567 56

Test Head: 12268 12 13552 100

Test Tail: 12268 12 13552 1506

Test Head: 12299 12 8549 0

Test Tail: 12299 12 8549 0

Test Head: 13557 12 1814 17

Test Tail: 13557 12 1814 249

Test Head: 1988 13 13294 1059

Test Tail: 1988 13 13294 2367

Test Head: 4730 13 10181 0

Test Tail: 4730 13 10181 0

Test Head: 8679 13 3200 4

Test Tail: 8679 13 3200 1

Test Head: 12356 13 2851 2

Test Tail: 12356 13 2851 0

Test Head: 12983 13 4341 3

Test Tail: 12983 13 4341 0

Test Head: 14917 13 5552 11360

Test Tail: 14917 13 5552 9

Test Head: 2780 14 6146 0

Test Tail: 2780 14 6146 0

Test Head: 268 15 3314 2352

Test Tail: 268 15 3314 420

Test Head: 4690 15 14759 9060

Test Tail: 4690 15 14759 14261

Test Head: 6413 15 6414 0

Test Tail: 6413 15 6414 0

Test Head: 7117 15 1090 1730

Test Tail: 7117 15 1090 0

Test Head: 9089 15 2505 6932

Test Tail: 9089 15 2505 2747

Test Head: 10222 15 585 8472

Test Tail: 10222 15 585 36

Test Head: 11626 15 4341 0

Test Tail: 11626 15 4341 0

Test Head: 11983 15 10835 0

Test Tail: 11983 15 10835 0

Test Head: 12133 15 12134 0

Test Tail: 12133 15 12134 0

Test Head: 12591 15 12592 1

Test Tail: 12591 15 12592 0

Test Head: 13341 15 13342 0

Test Tail: 13341 15 13342 0

Test Head: 13610 15 1917 1008

Test Tail: 13610 15 1917 6

Test Head: 14787 15 14788 1645

Test Tail: 14787 15 14788 3809

Test Head: 14789 15 2115 14970

Test Tail: 14789 15 2115 2291

Test Head: 14820 15 2730 14135

Test Tail: 14820 15 2730 2242

Test Head: 14853 15 14209 13937

Test Tail: 14853 15 14209 6714

Test Head: 2017 16 14901 242

Test Tail: 2017 16 14901 11404

Test Head: 9432 16 8247 0

Test Tail: 9432 16 8247 0

Test Head: 14729 16 14730 12879

Test Tail: 14729 16 14730 12314

Test Head: 14813 16 8187 13884

Test Tail: 14813 16 8187 4965

Test Head: 1612 17 3878 0

Test Tail: 1612 17 3878 0

Test Head: 2701 17 6755 2493

Test Tail: 2701 17 6755 10

Test Head: 3903 17 2016 35

Test Tail: 3903 17 2016 0

Test Head: 6343 17 6755 145

Test Tail: 6343 17 6755 66

Test Head: 9144 17 4551 0

Test Tail: 9144 17 4551 0

Test Head: 11177 17 1585 0

Test Tail: 11177 17 1585 0

Test Head: 13259 17 6391 11049

Test Tail: 13259 17 6391 80

Test Head: 14784 17 1585 9617

Test Tail: 14784 17 1585 1

Test Head: 14793 17 7812 12832

Test Tail: 14793 17 7812 49

Test Head: 14871 17 2971 11401

Test Tail: 14871 17 2971 6

Test Head: 14882 17 14474 9114

Test Tail: 14882 17 14474 4839

Test Head: 14899 17 4551 11556

Test Tail: 14899 17 4551 13

Test Head: 14903 17 3248 9577

Test Tail: 14903 17 3248 3

Test Head: 14931 17 1585 12110

Test Tail: 14931 17 1585 8

Test Head: 4153 18 4152 1

Test Tail: 4153 18 4152 1

Test Head: 6360 18 14823 1391

Test Tail: 6360 18 14823 12968

Test Head: 14860 18 14964 9715

Test Tail: 14860 18 14964 14140

Test Head: 14904 18 9106 13567

Test Tail: 14904 18 9106 11596

Test Head: 11148 19 758 1

Test Tail: 11148 19 758 0

Test Head: 12030 19 55 0

Test Tail: 12030 19 55 0

Test Head: 11811 20 8610 4

Test Tail: 11811 20 8610 15

Test Head: 14894 20 14895 2518

Test Tail: 14894 20 14895 3144

Test Head: 14927 20 14928 2434

Test Tail: 14927 20 14928 1698

Test Head: 5553 22 2971 1

Test Tail: 5553 22 2971 0

Test Head: 7811 22 7812 3

Test Tail: 7811 22 7812 0

Test Head: 8949 22 9499 3

Test Tail: 8949 22 9499 0

Test Head: 11557 22 8370 0

Test Tail: 11557 22 8370 1

Test Head: 630 23 11244 906

Test Tail: 630 23 11244 1127

Test Head: 2353 23 13256 60

Test Tail: 2353 23 13256 1280

Test Head: 2700 23 6748 1340

Test Tail: 2700 23 6748 347

Test Head: 3401 23 12546 8

Test Tail: 3401 23 12546 1508

Test Head: 3916 23 6178 9

Test Tail: 3916 23 6178 6

Test Head: 4013 23 11244 32

Test Tail: 4013 23 11244 63

Test Head: 6177 23 10046 394

Test Tail: 6177 23 10046 1517

Test Head: 6959 23 14827 754

Test Tail: 6959 23 14827 11665

Test Head: 7245 23 1070 196

Test Tail: 7245 23 1070 16

Test Head: 5348 24 13272 8512

Test Tail: 5348 24 13272 12745

Test Head: 7124 24 758 1

Test Tail: 7124 24 758 0

Test Head: 8679 24 3200 6

Test Tail: 8679 24 3200 2

Test Head: 2343 25 13740 0
run_adv_wgan_gp.py:31: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  img_emb = torch.load('./embeddings/' + args.dataset + '-visual.pth')
run_adv_wgan_gp.py:32: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  text_emb = torch.load('./embeddings/' + args.dataset + '-textual.pth')
/workspace/DuoZH_202/dzh/NATIVE-main/NATIVE-main/mmkgc/module/BaseModule.py:17: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  self.load_state_dict(torch.load(os.path.join(path)))
Namespace(adv_num=1, adv_temp=2.0, batch_size=1024, con_temp=0, dataset='MKG-Y', dim=250, disen_weight=0.01, epoch=1000, img_dim=4096, lamda=0, learning_rate=0.0001, lrd=0.001, lrg=0.0001, margin=4.0, miss_prop=None, miss_type=None, missing_rate=0.8, mu=0.0001, neg_num=128, postfix='', save='./checkpoint/MKG-Y-1024-250-128-0.0001-4-1e-4-1e-4-1000', seed=42, visual='random')
MCPaceRotatE(
  (ent_embeddings): Embedding(15000, 500)
  (rel_embeddings): Embedding(28, 250)
  (img_embeddings): Embedding(15000, 383)
  (text_embeddings): Embedding(15000, 384)
  (img_proj): Sequential(
    (0): Linear(in_features=383, out_features=500, bias=True)
    (1): ReLU()
    (2): Linear(in_features=500, out_features=500, bias=True)
  )
  (text_proj): Sequential(
    (0): Linear(in_features=384, out_features=500, bias=True)
    (1): ReLU()
    (2): Linear(in_features=500, out_features=500, bias=True)
  )
  (ent_attn): Linear(in_features=500, out_features=1, bias=False)
  (rel_gate): Embedding(28, 1)
  (adv_scores): Sequential(
    (0): Linear(in_features=500, out_features=500, bias=True)
    (1): ReLU()
    (2): Linear(in_features=500, out_features=1, bias=True)
  )
)

Test Tail: 2343 25 13740 1
metric:			 MRR 		 MR 		 hit@10 	 hit@3  	 hit@1 
l(filter):		 0.395184 	 1039.820068 	 0.469771 	 0.414570 	 0.350732 
r(filter):		 0.385072 	 1479.167480 	 0.453999 	 0.403305 	 0.346977 
averaged(filter):	 0.390128 	 1259.493774 	 0.461885 	 0.408937 	 0.348855 



0.461885
